Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.99     0.00       68     0.00     0.00  logerr(char const*, ...)
  0.00      3.99     0.00       67     0.00     0.00  TreeTypeData::~TreeTypeData()
  0.00      3.99     0.00       67     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<int const, int> >, bool> std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_unique<int&, unsigned long>(int&, unsigned long&&)
  0.00      3.99     0.00       66     0.00     0.00  void std::vector<std::_List_iterator<BillboardData>, std::allocator<std::_List_iterator<BillboardData> > >::_M_realloc_insert<std::_List_iterator<BillboardData> const&>(__gnu_cxx::__normal_iterator<std::_List_iterator<BillboardData>*, std::vector<std::_List_iterator<BillboardData>, std::allocator<std::_List_iterator<BillboardData> > > >, std::_List_iterator<BillboardData> const&)
  0.00      3.99     0.00       65     0.00     0.00  Octree::Node::~Node()
  0.00      3.99     0.00       64     0.00     0.00  void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int&&)
  0.00      3.99     0.00       63     0.00     0.00  Visualizer::Visualizer()
  0.00      3.99     0.00       63     0.00     0.00  ImpostorBaker::make_impostor(Branch&, TreeTypeData&, Impostor&, ImpostorBaker::ImpostorGenerationParams&, TextureAtlas&, BBox&)
  0.00      3.99     0.00       62     0.00     0.00  void std::vector<PackedBranch, std::allocator<PackedBranch> >::_M_realloc_insert<PackedBranch const&>(__gnu_cxx::__normal_iterator<PackedBranch*, std::vector<PackedBranch, std::allocator<PackedBranch> > >, PackedBranch const&)
  0.00      3.99     0.00       61     0.00     0.00  get_dedicated_bbox(Branch*, BBox&)
  0.00      3.99     0.00       61     0.00     0.00  ClusterData::is_valid()
  0.00      3.99     0.00       61     0.00     0.00  ClusterData::ClusterData()
  0.00      3.99     0.00       61     0.00     0.00  Clusterizer2::convert_branch(Block&, Branch*, ClusteringContext*)
  0.00      3.99     0.00       61     0.00     0.00  LightVoxelsCube::get_bbox()
  0.00      3.99     0.00       61     0.00     0.00  ImpostorClusteringHelper::convert_branch(Block&, Branch*, ClusteringContext*, BaseBranchClusteringData&)
  0.00      3.99     0.00       61     0.00     0.00  Texture::operator=(Texture const&)
  0.00      3.99     0.00       61     0.00     0.00  void std::vector<glm::mat<4, 4, float, (glm::qualifier)0>, std::allocator<glm::mat<4, 4, float, (glm::qualifier)0> > >::_M_realloc_insert<glm::mat<4, 4, float, (glm::qualifier)0> >(__gnu_cxx::__normal_iterator<glm::mat<4, 4, float, (glm::qualifier)0>*, std::vector<glm::mat<4, 4, float, (glm::qualifier)0>, std::allocator<glm::mat<4, 4, float, (glm::qualifier)0> > > >, glm::mat<4, 4, float, (glm::qualifier)0>&&)
  0.00      3.99     0.00       61     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*)
  0.00      3.99     0.00       59     0.00     0.00  canonical_bbox()
  0.00      3.99     0.00       58     0.00     0.00  GETreeGenerator::calc_light(GETreeGenerator::Branch&, LightVoxelsCube&, GETreeParameters&)
  0.00      3.99     0.00       58     0.00     0.00  Octree::insert_vector(std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >&)
  0.00      3.99     0.00       58     0.00     0.00  Shader::Shader(std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >)
  0.00      3.99     0.00       58     0.00     0.00  Shader::~Shader()
  0.00      3.99     0.00       56     0.00     0.00  void std::vector<BranchClusteringData*, std::allocator<BranchClusteringData*> >::_M_realloc_insert<BranchClusteringData* const&>(__gnu_cxx::__normal_iterator<BranchClusteringData**, std::vector<BranchClusteringData*, std::allocator<BranchClusteringData*> > >, BranchClusteringData* const&)
  0.00      3.99     0.00       56     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AllocData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AllocData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AllocData> > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      3.99     0.00       55     0.00     0.00  Octree::create(AABB)
  0.00      3.99     0.00       54     0.00     0.00  GETreeGenerator::distribute_resource(GETreeGenerator::Branch&, GETreeParameters&)
  0.00      3.99     0.00       54     0.00     0.00  GETreeGenerator::prepare_nodes_and_space_colonization(GETreeGenerator::Tree&, GETreeGenerator::Branch&, GETreeParameters&, std::vector<GETreeGenerator::GrowPoint, std::allocator<GETreeGenerator::GrowPoint> >&, GETreeGenerator::SpaceColonizationData&, int)
  0.00      3.99     0.00       54     0.00     0.00  Parameter<float>::Parameter(float, std::vector<float, std::allocator<float> >, float, float)
  0.00      3.99     0.00       54     0.00     0.00  void std::vector<glm::mat<4, 4, float, (glm::qualifier)0>, std::allocator<glm::mat<4, 4, float, (glm::qualifier)0> > >::_M_realloc_insert<glm::mat<4, 4, float, (glm::qualifier)0> const&>(__gnu_cxx::__normal_iterator<glm::mat<4, 4, float, (glm::qualifier)0>*, std::vector<glm::mat<4, 4, float, (glm::qualifier)0>, std::allocator<glm::mat<4, 4, float, (glm::qualifier)0> > > >, glm::mat<4, 4, float, (glm::qualifier)0> const&)
  0.00      3.99     0.00       53     0.00     0.00  Block::get_block(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      3.99     0.00       51     0.00     0.00  Block::size()
  0.00      3.99     0.00       48     0.00     0.00  TreeTypeData::TreeTypeData(TreeTypeData const&)
  0.00      3.99     0.00       46     0.00     0.00  ImpostorClusteringHelper::clear_branch_data(BranchClusteringData*, ClusteringContext*)
  0.00      3.99     0.00       46     0.00     0.00  SimpleTreeStructureParameters::get_parameter_list(std::vector<std::pair<ParameterTinyDesc, Parameter<float>&>, std::allocator<std::pair<ParameterTinyDesc, Parameter<float>&> > >&, ParameterVariablesSet)
  0.00      3.99     0.00       45     0.00     0.00  Block::get_name[abi:cxx11](int)
  0.00      3.99     0.00       44     0.00     0.00  void std::vector<BillboardCloudRaw::BillboardBox, std::allocator<BillboardCloudRaw::BillboardBox> >::_M_realloc_insert<BillboardCloudRaw::BillboardBox>(__gnu_cxx::__normal_iterator<BillboardCloudRaw::BillboardBox*, std::vector<BillboardCloudRaw::BillboardBox, std::allocator<BillboardCloudRaw::BillboardBox> > >, BillboardCloudRaw::BillboardBox&&)
  0.00      3.99     0.00       41     0.00     0.02  GETreeGenerator::grow_nodes(GETreeGenerator::Tree&, GETreeParameters&, std::vector<GETreeGenerator::GrowPoint, std::allocator<GETreeGenerator::GrowPoint> >&, GETreeGenerator::SpaceColonizationData&, LightVoxelsCube&, int)
  0.00      3.99     0.00       40     0.00     0.00  void std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_assign<std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_assign(std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> > const&)::{lambda(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, true> const*)#1}>(std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> > const&, std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_assign(std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> > const&)::{lambda(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, true> const*)#1} const&)
  0.00      3.99     0.00       39     0.00     0.00  GrovePacker::pack_layer(Block&, GroveGenerationData, GrovePacked&, Tree*, Heightmap*, std::vector<ClusterPackingLayer, std::allocator<ClusterPackingLayer> >&, LightVoxelsCube*, int, int, bool, bool, bool, bool)::ClusterInfo& std::vector<GrovePacker::pack_layer(Block&, GroveGenerationData, GrovePacked&, Tree*, Heightmap*, std::vector<ClusterPackingLayer, std::allocator<ClusterPackingLayer> >&, LightVoxelsCube*, int, int, bool, bool, bool, bool)::ClusterInfo, std::allocator<GrovePacker::pack_layer(Block&, GroveGenerationData, GrovePacked&, Tree*, Heightmap*, std::vector<ClusterPackingLayer, std::allocator<ClusterPackingLayer> >&, LightVoxelsCube*, int, int, bool, bool, bool, bool)::ClusterInfo> >::emplace_back<GrovePacker::pack_layer(Block&, GroveGenerationData, GrovePacked&, Tree*, Heightmap*, std::vector<ClusterPackingLayer, std::allocator<ClusterPackingLayer> >&, LightVoxelsCube*, int, int, bool, bool, bool, bool)::ClusterInfo>(GrovePacker::pack_layer(Block&, GroveGenerationData, GrovePacked&, Tree*, Heightmap*, std::vector<ClusterPackingLayer, std::allocator<ClusterPackingLayer> >&, LightVoxelsCube*, int, int, bool, bool, bool, bool)::ClusterInfo&&)
  0.00      3.99     0.00       38     0.00     0.00  Field_2d::~Field_2d()
  0.00      3.99     0.00       37     0.00     0.00  void std::vector<Block::Value, std::allocator<Block::Value> >::_M_realloc_insert<Block::Value const&>(__gnu_cxx::__normal_iterator<Block::Value*, std::vector<Block::Value, std::allocator<Block::Value> > >, Block::Value const&)
  0.00      3.99     0.00       36     0.00     0.00  get_influence_AABB(GrovePrototype&, std::vector<TreeTypeData, std::allocator<TreeTypeData> >&, Heightmap&)
  0.00      3.99     0.00       36     0.00     0.00  Field_2d::get_min_max_imprecise(glm::vec<2, float, (glm::qualifier)0>, glm::vec<2, float, (glm::qualifier)0>, float*, float*, glm::vec<2, float, (glm::qualifier)0>*, glm::vec<2, float, (glm::qualifier)0>*)
  0.00      3.99     0.00       36     0.00     0.00  void std::vector<Branch*, std::allocator<Branch*> >::_M_realloc_insert<Branch* const&>(__gnu_cxx::__normal_iterator<Branch**, std::vector<Branch*, std::allocator<Branch*> > >, Branch* const&)
  0.00      3.99     0.00       36     0.00     0.00  void std::vector<Cluster*, std::allocator<Cluster*> >::_M_realloc_insert<Cluster*>(__gnu_cxx::__normal_iterator<Cluster**, std::vector<Cluster*, std::allocator<Cluster*> > >, Cluster*&&)
  0.00      3.99     0.00       36     0.00     0.00  void std::vector<std::pair<int, ClusteringBase::Transform>, std::allocator<std::pair<int, ClusteringBase::Transform> > >::_M_realloc_insert<std::pair<int, ClusteringBase::Transform> >(__gnu_cxx::__normal_iterator<std::pair<int, ClusteringBase::Transform>*, std::vector<std::pair<int, ClusteringBase::Transform>, std::allocator<std::pair<int, ClusteringBase::Transform> > > >, std::pair<int, ClusteringBase::Transform>&&)
  0.00      3.99     0.00       35     0.00     0.00  void std::vector<Branch, std::allocator<Branch> >::_M_realloc_insert<Branch const&>(__gnu_cxx::__normal_iterator<Branch*, std::vector<Branch, std::allocator<Branch> > >, Branch const&)
  0.00      3.99     0.00       34     0.00     0.00  std::_Rb_tree<int, std::pair<int const, InstanceDataArrays>, std::_Select1st<std::pair<int const, InstanceDataArrays> >, std::less<int>, std::allocator<std::pair<int const, InstanceDataArrays> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, InstanceDataArrays> >*)
  0.00      3.99     0.00       33     0.00     0.00  GETreeGenerator::set_levels_rec(GETreeGenerator::Tree&, GETreeGenerator::Branch&, GETreeParameters&, int)
  0.00      3.99     0.00       32     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&&)
